CUIDAO POR AHÃ�,2,,1.0
CUIDAO POR AHÃ�,3,,1.0
Caballito de Mar,6,1.0,
Caballito de Mar - Instrumental,6,1.0,
Caballo de Troya,6,1.0,
CabarÃ©,9,1.0,
Cabernet Sauvignon,2,,1.0
Cabernet Sauvignon,8,6.0,
Cabernet Sauvignon,10,4.0,
Cabernet Sauvignon,11,1.0,
Cabernet Sauvignon,12,1.0,
Cachas Beybi,10,2.0,
Cachas Beybi,11,2.0,
Cafe,5,1.0,
Cafe Microphone,9,1.0,
Cakewalk,5,1.0,
Cakewalk,6,1.0,
Cakewalk RMX,6,1.0,
Calentita,2,,1.0
Cali Agents: The Anthem,4,1.0,
Cali Breeze,1,,3.0
California Love (remix),2,,1.0
California My Way,4,4.0,
Call Of Duty,12,2.0,
Call of the Drums,5,1.0,
Calle Luna Calle Sol,8,1.0,
Callejero Music,2,,1.0
Callin',7,1.0,
Calling My Spirit,1,,1.0
Calma - Remix,1,,1.0
Camals Mullats,2,,1.0
Cambumbo,12,3.0,
Camina,10,3.0,
Camino Equivocao,7,1.0,
Camino Solo,9,1.0,
Camino Solo,10,2.0,
Campfire,9,1.0,
Can I Kick It?,8,1.0,
Can I Kick It?,9,6.0,
Can I Kick It?,10,1.0,
Can It Be All So Simple (Remix),9,2.0,
Can It Be All So Simple / Intermission,8,4.0,
Can It Be All So Simple / Intermission,10,3.0,
Can You Get To That,5,1.0,
Can You Rap Like Me - Pt. 2,11,1.0,
Can't C Me,2,,1.0
Can't Fuck Wit (feat. Big Noyd),4,1.0,
Can't Fuck Wit (feat. Big Noyd),6,1.0,
Can't Get Enough Of It (feat. General G),5,1.0,
Can't Go Home,2,,1.0
Can't Help It,6,2.0,
Can't Help It,8,1.0,
Can't Hold Us - feat. Ray Dalton,1,,1.0
Can't Love,4,1.0,
Can't You See (feat. The Notorious B.I.G.),2,,2.0
Canary Ass,1,,1.0
Canary Ass,7,1.0,
Canary Ass,11,1.0,
Canary Ass,12,1.0,
CanciÃ³n De Hamaca,12,1.0,
Candy Man,9,1.0,
Candy Paint (feat. Bun B),3,,1.0
Canelita,12,1.0,
Canâ€™t Take A Joke,11,1.0,
Capo Dreams,6,1.0,
Capo Dreams,7,2.0,
"Captain Connors - 12"" Version",7,2.0,
Captain Save A Hoe,2,,1.0
"CapÃ­tulo 4, VersÃ­culo 3",8,1.0,
Car Song,2,,1.0
Cara Al Culo,10,1.0,
Cara al Culo - En Directo,10,1.0,
Caravan,8,1.0,
Caravan - Herbert's All Piano Motorhome Mix,10,2.0,
Cardi B (feat. Dolan Beats),6,1.0,
Carmel City,4,1.0,
Carmen,2,,1.0
Carne Cruda - Las pollas asustadas: los seÃ±oros tienen miedo (#639),2,,1.0
Carne de CaÃ±Ã³n,7,1.0,
Carne para la Picadora,10,1.0,
Caro,8,2.0,
Carry On,6,1.0,
Carta a Nano,9,2.0,
Carta a Nano,10,1.0,
Cartas que no repartÃ­,5,1.0,
Caserita,2,,2.0
Caserita,6,3.0,
Casey Jones,8,1.0,
Cash Still Rules / Scary Hours (Still Don't Nothing Move but the Money),1,,1.0
Cash Still Rules / Scary Hours (Still Don't Nothing Move but the Money),2,,1.0
Castellanos Jam,6,1.0,
Castelo - Version 1,5,1.0,
Castle Hell,5,1.0,
Cat In The Night,5,1.0,
"Cat People (Putting Out Fire) - Single Version, 2002 Remaster",7,1.0,
Cataracts,7,3.0,
Catchin' The Vibe,4,1.0,
Catchin' The Vibe,5,1.0,
Catchin' The Vibe,9,1.0,
Cauchemar - RemasterisÃ© en 2006,12,1.0,
Causas Perdidas,10,1.0,
Cause,5,1.0,
Cause I Can Do It Right,6,2.0,
CaÃ±onazo,7,1.0,
Ceci The Pimp,2,,2.0
Ceci The Pimp,4,1.0,
Ceci The Pimp,11,2.0,
Ceci The Pimp,12,1.0,
Cell Therapy,9,1.0,
Cellar Door,1,,1.0
Cellar Door,4,1.0,
Cellar Door,5,1.0,
Celly Blowing Up,4,1.0,
Celos,8,1.0,
Celoso,1,,1.0
Cerca de mi Neighborhood,6,1.0,
Cerebros Destruidos,10,1.0,
Certy,11,2.0,
Chain Gang Special,2,,2.0
Chamber Music,5,1.0,
Champion,8,1.0,
Champion Sound,9,1.0,
Champion Sound - Acoustic Version,2,,1.0
Champion Sound - Alternative Mix,2,,1.0
Chanchullo,5,1.0,
Change (Makes You Want To Hustle),10,1.0,
Chapatas MarÃ­a,1,,1.0
Charlie Hotel 155,8,2.0,
Chase The Money,2,,1.0
Chateau,1,,2.0
Chateau,4,1.0,
Chateau,5,4.0,
Chateau,6,1.0,
Chateau,8,1.0,
Chateau,12,1.0,
Chateau - ARTY Remix,6,1.0,
Chateau - Holmsey Remix,5,1.0,
Chateau - Holmsey Remix,8,2.0,
Cheap Thrills,1,,1.0
Check (feat. Playboi Carti),4,1.0,
Check It Out,4,1.0,
Check Out Time,2,,1.0
Check The Flow,7,1.0,
Check The Technique,4,1.0,
Check Yo Self,4,1.0,
Check Yo Self - Remix,3,,1.0
Check Yo Self - Remix,4,1.0,
Check the Rhime,9,1.0,
Chef Suite,2,,1.0
Chef Suite,7,1.0,
Chef Suite,8,2.0,
Chef Suite,9,1.0,
Cherchez LaGhost,2,,1.0
Chica Ye Ye - EdiciÃ³n 2019,1,,1.0
Chica Ye Ye - EdiciÃ³n 2019,10,13.0,
Chica Ye Ye - EdiciÃ³n 2019,12,2.0,
Chica Yeye,11,1.0,
Chica Yeye - En Directo,10,1.0,
Chico Raro,11,2.0,
"Chico, No Es un Buen Negocio",2,,1.0
Chienne De Vie,1,,2.0
Child in Time - 1995 Remaster,12,2.0,
Children of the Revolution - Live,2,,3.0
Chillin' Out,6,1.0,
China,2,,1.0
Chinaka Skit,5,1.0,
Chit Chat,9,2.0,
Chivatos,9,4.0,
Choice Of Weapons,4,1.0,
Choices,1,,1.0
Choices (Yup),2,,1.0
Choices (Yup),3,,1.0
Choppers (feat. B.G. & Big Tymers),1,,1.0
Chord Change - Live At Hammersmith Odeon / 1976,12,1.0,
Christian Dior,7,1.0,
Christopher Lambert,4,5.0,
Christopher Lambert,5,11.0,
Christopher Lambert,6,6.0,
Christopher Lambert,7,1.0,
Christopher Lambert,8,1.0,
Christopher Lambert,12,2.0,
Chrono Cross,1,,1.0
Chrono Cross,10,4.0,
Chuckie,2,,1.0
Chulo Flaco,7,1.0,
Chulo Flaco,9,1.0,
Chum,8,1.0,
Cianuro,1,,2.0
Cianuro,6,9.0,
Cianuro,11,6.0,
Cicatrices,2,,1.0
Cicatrices,7,1.0,
Cicatrices,9,1.0,
Cientifico,1,,2.0
Cientifico,2,,2.0
Cientifico,5,1.0,
Cientifico,7,2.0,
Cientifico,8,2.0,
Cientifico,9,2.0,
Cientifico,12,3.0,
Cigala,2,,2.0
Cigala,11,1.0,
Cine Negro,1,,2.0
Cine Negro,10,5.0,
Cine negro,10,1.0,
Circle Of Bosses (feat. Quavo),9,1.0,
City of Syrup (feat. Big Moe),6,1.0,
Ciudad Cero 2.0,4,2.0,
CivilisÃ©,1,,1.0
Claimin' True,6,1.0,
Clan In Da Front,8,1.0,
Clandestino,6,2.0,
Clap Your Hands,4,4.0,
Clap Your Hands,5,2.0,
Clap Your Hands,6,1.0,
Clap Your Hands,9,3.0,
Clase Sur,6,1.0,
Clase Sur,7,1.0,
Climax,4,1.0,
Cloverland,2,,2.0
Club der Ewigkeiten,8,1.0,
Coach Cartier (feat. Famous Dex),4,1.0,
Cocaine Blues,7,1.0,
"Cocaine Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",7,1.0,
Cocaine Paid,1,,1.0
Cocaine Paid,10,2.0,
Cocaine Paid,11,3.0,
Cocaine Paid,12,2.0,
Cocido's,5,5.0,
Cocido's,6,1.0,
Coco Love,6,1.0,
Code Of The Streets,5,1.0,
Coke Queen,6,2.0,
Coke Queen,7,1.0,
Cold Lampin' With Flavor,6,1.0,
Cold World,8,4.0,
Cold World,9,1.0,
Cold World - Power Mix,8,1.0,
Collabo Con Nas,6,1.0,
Colors of the Rainbow,2,,1.0
Colour Me Funky,7,1.0,
Come And Get Me,4,1.0,
Come Clean - E New Y Radio,6,3.0,
Come Mierda,11,1.0,
Come Mierda - EdiciÃ³n 2019,1,,1.0
Come Mierda - EdiciÃ³n 2019,10,7.0,
Come On feat. Dave Ghetto,9,2.0,
Come On feat. Dave Ghetto - Instrumental,9,1.0,
Come Running to Me,6,4.0,
Come Thru,9,5.0,
Come in Stranger (2017 Remaster),7,1.0,
Comedias Y Dramas,9,3.0,
Comedias Y Dramas,10,1.0,
Comm. 2,6,1.0,
Comm. Blues,6,1.0,
Como Me Llamo Yo?,6,3.0,
Como SolÃ­a,2,,1.0
Como SolÃ­a,9,1.0,
Como SolÃ­a,12,4.0,
Como Tu,1,,1.0
Como Tu,10,1.0,
Como el Viento de Poniente,6,1.0,
Complete,4,2.0,
Con la PeÃ±a,4,1.0,
Conant Garden,4,1.0,
Conant Gardens,5,1.0,
Conant Gardens,6,1.0,
Concorde,6,10.0,
Concorde,7,1.0,
Concorde,10,1.0,
Concorde,11,1.0,
Concorde,12,1.0,
Confessions,8,7.0,
Confirmation,3,,1.0
Conflict,8,1.0,
Congo Bongo,5,1.0,
Connect,9,1.0,
Consensualrap,8,2.0,
Constables,4,1.0,
Contacto,8,1.0,
Contala Como Quieras,8,1.0,
Contando Lunares (feat. Cruz CafunÃ©),1,,1.0
Contando Lunares (feat. Cruz CafunÃ©),2,,1.0
Contando Lunares (feat. Cruz CafunÃ©),9,1.0,
Contando Lunares (feat. Cruz CafunÃ©),12,2.0,
Contenu Sous Pression,12,1.0,
Coolin and Booted,3,,1.0
Coolin and Booted,6,1.0,
Coquito la Pieza,1,,1.0
Coquito la Pieza,2,,1.0
Coquito la Pieza,9,1.0,
Coquito la Pieza,12,2.0,
CorazÃ³n Helado,7,1.0,
CorazÃ³n de Agua,1,,1.0
Cormega - Interlude,9,1.0,
Coro Miyare,5,1.0,
Coro Miyare,6,1.0,
Coronamos (feat. Lito Kirino),2,,2.0
Correr,4,1.0,
Correr,9,6.0,
Correr,10,2.0,
Cosa Buena,6,1.0,
Cosas del Amor,3,,1.0
"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",9,1.0,
Count Your Blessings,4,2.0,
Countdown To Armageddon,6,1.0,
Countermeasures,8,3.0,
Counting Song,6,1.0,
Counting Stars,8,1.0,
Country Rock Polka,5,1.0,
Court Tomorrow,8,1.0,
Cracks & Crevices,4,2.0,
Crash,5,1.0,
Crash,6,1.0,
Crash,8,1.0,
Crash,11,4.0,
Crash And Burn,5,1.0,
Crash And Burn,8,1.0,
Crash The Boards,4,1.0,
Crazy,1,,1.0
Crazy,9,1.0,
Crime Pays,7,5.0,
Crime Pays,8,1.0,
Crime Pays,10,2.0,
Criminal Nadsat,7,1.0,
Criminology (feat. Ghostface Killah),1,,2.0
Criminology (feat. Ghostface Killah),9,1.0,
Criminology (feat. Ghostface Killah),12,2.0,
Cristal (feat. Bx Rod),9,1.0,
Cristo Redentor - Live,9,1.0,
Crossed My Line,4,3.0,
Crumblin' Erb,6,5.0,
Crush It,7,1.0,
Crush on You,2,,1.0
Cry Alone,2,,1.0
Cry! Cry! Cry! (2017 Remaster),7,1.0,
Cry! Cry! Cry! (2017 Remaster),10,2.0,
"Cry, Cry, Cry - 1988 Version",7,4.0,
Cryin' For Pxxr Love 3,11,1.0,
Crystal Silence,4,1.0,
Cuadros,4,6.0,
Cuadros,12,1.0,
Cual Es El Plan Y Eso,6,2.0,
Cuando Estoy Mal,1,,1.0
Cuando Estoy Mal,2,,2.0
Cuando Estoy Mal,9,1.0,
Cuando Estoy Mal,12,2.0,
Cuando Llegamos,3,,1.0
Cuando Me Miras,8,3.0,
Cuando Me Miras,9,1.0,
Cuando Me Miras,10,5.0,
Cuando Me Miras,11,1.0,
Cuando Te Vuelvo a Ver,7,1.0,
Cucala - Live,6,1.0,
Cuelga tÃº,1,,1.0
Cuenta Conmigo,2,,1.0
Cuenta Conmigo,9,2.0,
Cuenta Conmigo,12,2.0,
Cuento Sin Moraleja,10,1.0,
Cuidadito,8,2.0,
Cuidado,10,1.0,
Curb Ya Dog,8,3.0,
Curiosity - '93 Remix,4,1.0,
Curls,9,1.0,
Cuz It's Wrong,6,2.0,
Cuz It's Wrong,11,1.0,
CÃ¡diz State of Mind,4,1.0,
CÃ¡diz State of Mind,6,1.0,
D'Orly A Orly (Interlude I),1,,1.0
D'Orly A Orly (Interlude I),2,,7.0
D'Orly A Orly (Interlude I),3,,1.0
D'Orly A Orly (Interlude I),12,6.0,
D. Original,6,1.0,
D.A.,2,,1.0
D.O.C. AND THE DOCTOR,6,1.0,
DAME LAS LLAVES,2,,1.0
DEATHCAMP (feat. Cole Alexander),5,2.0,
DJ Whoo Kid Intro,8,1.0,
DKR - Bonus Track,10,1.0,
Da Art of Storytellin' (Pt. 1),6,1.0,
Da Beginning,7,1.0,
Da Beginning,8,1.0,
Da Bichez,1,,1.0
Da Booty,6,1.0,
Da Bridge 2001 - Dirty Version,4,1.0,
Da Journee,2,,2.0
Da Mystery of Chessboxin',1,,1.0
Da Mystery of Chessboxin',8,4.0,
Da Mystery of Chessboxin',10,7.0,
Da Mystery of Chessboxin',11,1.0,
Da Rebirth - Instrumental,9,1.0,
Da Sermon,1,,4.0
Da Sermon,2,,1.0
Da Sermon - Intro,4,1.0,
Da Sermon - Intro,5,1.0,
Da Summa,5,1.0,
Da Summa,6,1.0,
Da Summa,7,1.0,
Daddy Bug,7,1.0,
Daddy Issues,4,1.0,
Daddy Sang Bass,7,2.0,
Dalsy,8,1.0,
Damage,4,1.0,
Dame Veneno,2,,3.0
Damelo,11,1.0,
Damn It Feels Good to Be a Gangsta,2,,1.0
Dance With My Father - Radio Version,6,1.0,
Dancin' Girl,2,,4.0
Dancin' Girl,3,,1.0
Dancing In The Moonlight (It's Caught Me In It's Spotlight),7,1.0,
Danger Zone,4,1.0,
Dangerous,8,1.0,
Daniela Bregoli,11,1.0,
Danny Boy,7,1.0,
Danza de Vision,6,1.0,
Dark Horse,1,,1.0
Dark Night,7,1.0,
"Dark as the Dungeon - Live at Folsom State Prison, Folsom, CA - January 1968",7,1.0,
Datway,11,1.0,
David 116,6,1.0,
David Civera,5,1.0,
Day Dreaming,7,1.0,
Day for Day,3,,3.0
Day for Day,6,1.0,
DaÃ±o en El BaÃ±o,7,1.0,
De Ayer para Hoy,9,2.0,
De Chillar,3,,1.0
De Nuevo,1,,1.0
De Nuevo,6,1.0,
De Nuevo,10,8.0,
De Repente,9,1.0,
De Repente,10,1.0,
De Ti Depende,10,1.0,
De la Mano,4,4.0,
De la Mano,5,7.0,
De la Mano,6,5.0,
De la Mano,7,1.0,
Dead Inside (Interlude),6,1.0,
Dead Locs,4,1.0,
"Dead Locs, Pt. 2",4,1.0,
Dead Man Walking,5,1.0,
Deal,7,2.0,
Deal,8,1.0,
Deal,9,2.0,
Deam,6,1.0,
Dearly Departed (feat. EsmÃ© Patterson),8,1.0,
Death Of My Neighborhood,8,2.0,
Death Row,4,1.0,
Death Row (feat. 03 Greedo),4,1.0,
Death Sentence,8,3.0,
Dedicada a ela,1,,1.0
Dedication,1,,4.0
Deep End (Lil Baby & Gunna),6,1.0,
Deep Shutter,2,,1.0
Deep in the Water,2,,1.0
Deeper,6,1.0,
Deja Que Esto No Acabe Nunca,7,1.0,
Dejame Fumar,1,,1.0
Dejame Fumar,2,,1.0
Dejame Fumar,9,1.0,
Dejame Fumar,12,2.0,
Dejandonos Caer,6,1.0,
Delicada,8,2.0,
Delicada,9,2.0,
Delicada,12,1.0,
Delincuencia,10,1.0,
Delincuencia - EdiciÃ³n 2019,1,,2.0
Delincuencia - EdiciÃ³n 2019,10,12.0,
Delincuencia - EdiciÃ³n 2019,12,2.0,
Delincuencia - En Directo,10,1.0,
Demonios y Bares de Viejos,7,1.0,
Denok Gara Malcolm X,9,1.0,
Dentro,5,4.0,
Dentro,6,12.0,
Dentro,7,1.0,
Dentro,12,2.0,
DepresiÃ³n,4,6.0,
DepresiÃ³n,5,2.0,
DepresiÃ³n,6,1.0,
DepresiÃ³n,12,1.0,
Depression & Obsession,6,1.0,
Desafinado,9,1.0,
Desaparecido,2,,1.0
Desaparecido,6,1.0,
Descarga Fania,6,2.0,
Descarga Fania - Live,8,1.0,
Descarga a Cuba,5,1.0,
Desconocidos,1,,1.0
Desenfocao,6,3.0,
Deseo a la Deriva,6,1.0,
Destination,4,1.0,
Destinies Entwined,7,1.0,
DestrucciÃ³n,2,,1.0
Detonate,8,3.0,
Detroit Rock City,7,1.0,
Devices,12,1.0,
Devika (Goddess),2,,1.0
Dia De Mayo,4,1.0,
Dia De Mayo,9,4.0,
Dia De Mayo,10,2.0,
Diablo,5,1.0,
Diablo,6,1.0,
Diablo,11,1.0,
Diamante,12,1.0,
Diamantes,4,4.0,
Diamantes,5,1.0,
Diamantes,12,1.0,
Diamond (featuring Bars & Hooks),9,2.0,
Diamonds,5,2.0,
Diamonds & Wood,8,1.0,
Dibujo Atmosferas,2,,1.0
Dicen de MÃ­,11,2.0,
Dicen de mÃ­,4,1.0,
Dicen de mÃ­,6,1.0,
Dicen de mÃ­,8,2.0,
Diciembre,1,,4.0
Diciembre,6,1.0,
Diciembre,10,5.0,
Diciembre,11,1.0,
Didn't I (Blow Your Mind),7,1.0,
Digital (Soulja Boy),9,1.0,
Digital Dash,11,1.0,
Dile,9,1.0,
Dile,10,1.0,
Dile la Verdad,1,,1.0
Dillaâ€™s Eclair,7,1.0,
Dime A Ver,12,2.0,
Dime Que Tu Quieres,10,1.0,
Dime QuÃ© Ves,2,,1.0
Dime QuÃ© Ves,6,1.0,
Dimples,9,1.0,
Dindi (feat. Jean Carn),7,1.0,
Dineros,8,2.0,
Dineros,9,1.0,
Dineros,12,1.0,
DiplopÃ­a,6,1.0,
DiplopÃ­a - Instrumental,6,1.0,
Dippin',7,3.0,
Dippin' - Remix,7,1.0,
Dipset Anthem,10,1.0,
Dirt Bag,8,1.0,
Dirty Game,2,,1.0
Dirty Game,9,1.0,
Dirty South (feat. Big Boi),9,1.0,
Disciples,7,1.0,
Disciplina,7,2.0,
Disciplina,8,2.0,
Disciplina,9,3.0,
"Disco Inferno - LP / 12"" Version",4,2.0,
Disis Ma Life,9,1.0,
Disrespectful,4,2.0,
Disrespectful,8,1.0,
Distance,6,3.0,
Distance,10,1.0,
Distance (feat. Issa Gold & Erick The Architect),8,1.0,
DistorsiÃ³n,11,1.0,
Distorted Records,6,1.0,
Do For Love,5,1.0,
Do It - To It! (feat. Little Richard),9,1.0,
Do It Again,7,1.0,
Do It All,4,1.0,
Do Nothin' Till You Hear From Me,9,1.0,
Do Re Mi,2,,1.0
Do That Stuff,7,1.0,
Do What You Wanna Do,4,1.0,
Doble Tick Azul,2,,1.0
Doe-Active,8,1.0,
Doggy Bag,2,,1.0
Doggy Dogg World (feat. The Dramatics & Tha Dogg Pound),1,,4.0
Doggy Dogg World (feat. The Dramatics & Tha Dogg Pound),2,,1.0
Doin' It,4,1.0,
Doin' It,8,1.0,
Doin' My Job,2,,1.0
Dollah,2,,1.0
Dollah,9,1.0,
Dollah,12,2.0,
Dollaz + Sense,6,2.0,
Dolly My Baby (with Trevor Sparks),4,1.0,
Dominicana,12,1.0,
Dominoes,10,1.0,
Domo23,5,1.0,
Don't Answer The Door,9,1.0,
Don't Bang My Line (feat. Night Lovell),4,2.0,
Don't Believe The Hype,6,2.0,
Don't Come Out The House (with 21 Savage),12,1.0,
Don't Give a Damn,4,1.0,
Don't Let Me Be Misunderstood,7,1.0,
Don't Make Me Go,7,1.0,
Don't Stop,4,1.0,
Don't Stop 'Til You Get Enough - Single Version,7,1.0,
Don't Sweat The Technique,4,1.0,
Don't Take Your Guns to Town,7,3.0,
Don't U Know,4,1.0,
Don't Violate,6,1.0,
Don't Worry Bout Me,8,1.0,
Dopamina,9,2.0,
Dopamina,10,1.0,
Dope Nerd,4,1.0,
Dope Nerd,6,2.0,
Dope Nerd,8,1.0,
Doppelganger,4,2.0,
Dough Pildin,8,9.0,
Dough Pildin,9,1.0,
Down Ass Loc,7,3.0,
"Down Here On The Ground - Live At The Cliche' Lounge, Newark, New Jersey, 1970 / Remastered 2000",4,1.0,
"Down, Down, Down (feat. Suga Free, Mausberg & AMG) - Club Mix",8,1.0,
Dr. Funkenstein,7,1.0,
Dr. Funkenstein's Supergroovalisticprosifunkstication Medley - Live/1977,7,1.0,
Dr. Trevis,2,,2.0
Draft Day,9,1.0,
Dramatic Entrance,4,1.0,
DramaÂ´s all we know feat. Tragedy,1,,4.0
DramaÂ´s all we know feat. Tragedy,2,,2.0
Dreamcatcher (feat. Swae Lee & Travis Scott),12,1.0,
Dreams Money Can Buy,9,1.0,
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",8,3.0,
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",10,9.0,
Dresser,4,1.0,
Dresser,6,1.0,
Dresser,8,1.0,
Driiip,9,1.0,
Drink Away the Pain (Situations) (feat. Q-Tip),6,1.0,
Drink Away the Pain (Situations) (feat. Q-Tip),8,1.0,
Drip or Drown Remix (feat. Lil Yachty),10,1.0,
Drive Thru (Skit),8,1.0,
Drop,5,1.0,
Drop A Gem On 'Em,5,1.0,
Drowning (feat. Kodak Black),5,1.0,
Drugs,2,,1.0
Drunk Game (Sweet Sugar Pie),4,8.0,
Drunk Game (Sweet Sugar Pie),5,3.0,
Drunk Tekneek,7,2.0,
Du lundi au lundi,1,,1.0
Du lundi au lundi,10,1.0,
Du lundi au lundi,11,3.0,
Ducati Luv (feat. Somadamantina),12,1.0,
Duck,4,1.0,
Duck,7,2.0,
Dudas,10,1.0,
Dudas,11,1.0,
Duel Of The Iron Mic,9,1.0,
Duele,4,1.0,
Dump the Bosses off Your Back,8,1.0,
Dura (Cha Cha Cha),8,1.0,
Duran - Take 6 Edit,8,2.0,
"Dusted 'N' Disgusted (feat. 2Pac, Mac Mall & Spice 1)",2,,2.0
"Dusted 'N' Disgusted (feat. 2Pac, Mac Mall & Spice 1)",3,,2.0
DÃ¡bale Arroz a la Zorra el Abad,1,,1.0
DÃ­as Grises,7,1.0,
DÃ­melo Es el Verbo,6,1.0,
E. Coli (feat. Earl Sweatshirt),6,1.0,
E.I.F.,8,1.0,
E.V.A.,5,2.0,
EA (feat. 21 Savage),4,1.0,
EA (feat. 21 Savage),6,1.0,
EARFQUAKE,5,4.0,
EARFQUAKE,7,1.0,
EARFQUAKE,12,1.0,
EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,5,2.0,
Ea$TSideGho$T,5,1.0,
"Ease My Mind - Feat. Tre Hardson, Fat Lip & Omni",10,1.0,
Easy,11,1.0,
Easy Easy,7,1.0,
Eclipse,12,1.0,
Ecstasy,5,1.0,
Eddy la Sombra,6,1.0,
Education (feat. Yasiin Bey & Black Thought),7,2.0,
Eduwastement,9,3.0,
Eduwastement,10,1.0,
Efimero,6,1.0,
Efimero - Instrumental,6,1.0,
El 7Âº de Michigan - EdiciÃ³n 2019,1,,2.0
El 7Âº de Michigan - EdiciÃ³n 2019,10,6.0,
El Amor Esta Muerto,7,2.0,
El Amor Esta Muerto,8,1.0,
El Amor Esta Muerto,9,3.0,
El Amor de Mi Vida III,5,1.0,
El Atraco,6,1.0,
El Baile de las MÃ¡scaras,6,1.0,
El Baile de las MÃ¡scaras - Instrumental,6,1.0,
El Barco,1,,2.0
El Bosque,1,,1.0
El CallejÃ³n,11,1.0,
El Cantante,8,1.0,
El Cemento Me Llega Hasta los Perniles,6,1.0,
El Ciclo de la Vida,2,,2.0
El Coleguilla,10,1.0,
El Congreso de los Ratones - EdiciÃ³n 2019,1,,2.0
El Congreso de los Ratones - EdiciÃ³n 2019,10,13.0,
El Congreso de los Ratones - EdiciÃ³n 2019,11,1.0,
El Congreso de los Ratones - EdiciÃ³n 2019,12,2.0,
El CÃ­rculo,2,,4.0
El Dia De Suerte,5,1.0,
El Diez,2,,2.0
El Diez,3,,1.0
El EspantapÃ¡jaros,7,2.0,
El Igloo,4,3.0,
El Igloo,5,6.0,
El Igloo,6,7.0,
El Igloo,7,2.0,
El Legado,7,1.0,
El Legado,9,1.0,
El Luce Es Encantador,8,1.0,
El Malo,5,2.0,
El Nazareno,6,1.0,
El Nazareno,7,1.0,
El Nazareno - Live,6,1.0,
El Ojo Te Ve,10,1.0,
El Ojo Te Ve,11,1.0,
El Otro,4,1.0,
El Otro,6,1.0,
El Padre De La Criatura,4,1.0,
El Padre De La Criatura,9,3.0,
El Padre De La Criatura,10,1.0,
El Papasito (feat. Cookin Soul),7,1.0,
El Papasito (feat. Cookin Soul),9,2.0,
El Puto Amo de Casa,2,,3.0
El Puto Amo de Casa,6,1.0,
El Puto Amo de Casa,11,2.0,
El Que No Lucha No Avanza,6,1.0,
El Raton,5,2.0,
El Raton,6,2.0,
El RatÃ³n - Live,8,2.0,
El Revolcador,10,1.0,
El Rey De La Puntualidad,6,1.0,
El Sol Brilla,11,1.0,
El Suicida,10,1.0,
El Suicida,11,2.0,
El Tiempo Es Oro,5,1.0,
El Tumbao Y Celia,12,1.0,
El Viento,11,1.0,
El circo,1,,1.0
El efecto camaleÃ³n o Â¿por quÃ© imitamos a los otros? - Podcast 123,2,,1.0
El imperio contraataca,2,,1.0
El liricista en el tejado,6,1.0,
El nacionalismo: la unificaciÃ³n alemana e italiana,8,1.0,
El plan,5,1.0,
El rincÃ³n (ChachachÃ¡),6,1.0,
El sol pegaba,2,,1.0
Elbows Swangin,2,,1.0
Electric Relaxation,4,4.0,
Electric Relaxation,5,2.0,
Electric Relaxation,6,2.0,
Electric Relaxation,9,4.0,
Electric Relaxation,12,1.0,
Elegante de Boutique,6,1.0,
Elevate,11,2.0,
Elevators (Me & You),6,2.0,
Ella Fue (She Was The One),6,3.0,
Ellos Dicen Mierda,10,2.0,
Ellos Dicen Mierda,11,2.0,
Ellos Dicen Mierda - En Directo,10,1.0,
Emborrachate,10,1.0,
Embracing - Nothing But Love,8,1.0,
Emergency,8,1.0,
Emotionless,11,2.0,
Empress,8,1.0,
En Bajo Perfil,1,,2.0
En Bajo Perfil,12,2.0,
En La Luna,10,2.0,
En La Silla Electrica,7,2.0,
En Mi Zona,2,,1.0
En Mi Zona,9,2.0,
En Mi Zona,12,2.0,
En Orbita,5,1.0,
En Otra Piel,8,1.0,
En Peligro de ExtinciÃ³n (feat. Eddie Dee),6,1.0,
En Su Carro,1,,1.0
En el Bosque No Se Dejaron Ver,6,1.0,
En el Party,7,1.0,
En las Nubes (Cinema VeritÃ©),2,,7.0
En las Nubes (Cinema VeritÃ©),3,,1.0
Enamorado de la Muerte,10,1.0,
Endless Love (with Mariah Carey),6,1.0,
Endymion,8,1.0,
Enemies With Me,5,2.0,
Enemy,11,2.0,
Energy,8,1.0,
Entre tu y la gloria,10,3.0,
Entre tu y la gloria,11,1.0,
Entrevista a Jordan Donaire,9,4.0,
Entrevista a Jordan Donaire,10,1.0,
Entusojoseve,7,1.0,
Envenenado,4,4.0,
Envidia cochina,10,1.0,
Envy,11,1.0,
Episode 2 - Eastside,4,1.0,
Equilibrio,5,1.0,
Equilibrio,6,1.0,
Eric B. Is On The Cut,4,1.0,
Erik el Rojo,10,1.0,
Erik el Rojo,11,1.0,
Errespetua,9,2.0,
Es Natural,5,1.0,
Es un Crimen,10,1.0,
Es Ã‰pico,12,1.0,
Esa Carita Que Me Llevas,1,,1.0
Esbarzers (Live),2,,1.0
Escape,4,1.0,
Escape (I Need a Break),1,,1.0
Escribo Rap Con R De RevoluciÃ³n,11,1.0,
